39019,19.35,-2.17,-0.46
39219,19.35,-2.17,-0.46
39419,19.35,-2.17,-0.46
39619,19.35,-2.18,-0.46
39819,19.35,-2.18,-0.46
40019,19.35,-2.19,-0.46
40219,19.35,-2.19,-0.45
40419,19.35,-2.19,-0.45
40619,19.35,-2.18,-0.45
40819,19.33,-2.19,-0.44
41019,19.34,-2.18,-0.44
41219,19.34,-2.18,-0.44
41419,19.34,-2.19,-0.44
41619,19.35,-2.17,-0.43
41819,19.36,-2.17,-0.43
42019,19.37,-2.17,-0.43
42219,19.37,-2.17,-0.43
42419,19.37,-2.17,-0.43
42619,19.36,-2.17,-0.43
42819,19.36,-2.16,-0.43
43019,19.36,-2.16,-0.43
43219,19.36,-2.17,-0.43
43419,19.36,-2.17,-0.43
43619,19.37,-2.17,-0.43
43819,19.38,-2.18,-0.44
44019,19.38,-2.18,-0.43
44219,19.38,-2.18,-0.43
44419,19.37,-2.17,-0.43
44620,19.38,-2.17,-0.42
44820,19.38,-2.17,-0.42
45020,19.38,-2.18,-0.42
45220,19.38,-2.18,-0.42
45420,19.37,-2.19,-0.42
45620,19.37,-2.19,-0.42
45820,19.38,-2.19,-0.43
46020,19.38,-2.19,-0.43
46220,19.38,-2.19,-0.43
46420,19.38,-2.19,-0.44
46620,19.38,-2.18,-0.43
46820,19.38,-2.17,-0.43
47020,19.38,-2.17,-0.43
47222,19.38,-2.18,-0.44
47422,19.38,-2.19,-0.43
47622,19.38,-2.19,-0.44
47822,19.38,-2.19,-0.44
48022,19.38,-2.18,-0.44
48222,19.38,-2.17,-0.44
48422,19.38,-2.17,-0.44
48622,19.38,-2.18,-0.44
48822,19.38,-2.18,-0.44
49022,19.38,-2.18,-0.44
49223,19.38,-2.19,-0.45
49423,19.38,-2.18,-0.45
49623,19.38,-2.18,-0.44
49823,19.37,-2.18,-0.45
50024,19.36,-2.19,-0.44
50224,19.36,-2.19,-0.44
50424,19.36,-2.19,-0.44
50624,19.37,-2.18,-0.44
50824,19.37,-2.17,-0.44
51024,19.38,-2.19,-0.44
51224,19.39,-2.17,-0.44
51424,19.38,-2.17,-0.44
51624,19.39,-2.18,-0.43
51824,19.37,-2.18,-0.45
52024,19.37,-2.18,-0.45
52224,19.38,-2.18,-0.45
52424,19.36,-2.18,-0.45
52624,19.35,-2.18,-0.45
52824,19.35,-2.18,-0.45
53024,19.35,-2.18,-0.45
53224,19.35,-2.19,-0.45
53424,19.35,-2.18,-0.44
53624,19.35,-2.18,-0.45
53824,19.35,-2.18,-0.45
54024,19.35,-2.18,-0.45
54224,19.35,-2.19,-0.46
54424,19.35,-2.19,-0.45
54624,19.35,-2.19,-0.45
54824,19.35,-2.19,-0.45
55024,19.35,-2.18,-0.44
55224,19.36,-2.18,-0.44
55424,19.36,-2.18,-0.44
55624,19.36,-2.18,-0.44
55824,19.35,-2.18,-0.44
56024,19.36,-2.18,-0.44
56224,19.35,-2.18,-0.45
56424,19.35,-2.19,-0.46
56624,19.35,-2.19,-0.46
56824,19.35,-2.19,-0.46
57025,19.35,-2.19,-0.47
57225,19.35,-2.19,-0.46
57425,19.35,-2.19,-0.47
57625,19.35,-2.19,-0.47
57825,19.35,-2.19,-0.47
58025,19.35,-2.19,-0.47
58225,19.35,-2.20,-0.47
58425,19.35,-2.19,-0.48
58625,19.35,-2.20,-0.48
58825,19.35,-2.20,-0.48
59025,19.37,-2.20,-0.48
59225,19.36,-2.19,-0.48
59425,19.36,-2.20,-0.48
59625,19.37,-2.19,-0.49
59825,19.36,-2.19,-0.49
